name,artists,year,popularity,duration_ms,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,mode,key,explicit
Got My Mind Set On You - 2004 Mix,['George Harrison'],1987,70,234653,0.465,0.767,0.854,2.03e-06,0.485,-6.947,0.0426,149.206,0.963,1,4,0
Owner of a Lonely Heart,['Yes'],1983,70,268507,0.175,0.744,0.798,0.00367,0.26,-5.981,0.0364,125.061,0.89,1,7,0
It's Tricky,['Run–D.M.C.'],1986,70,183427,0.000844,0.956,0.72,0.0,0.0597,-13.476,0.137,127.872,0.961,0,11,0
Walk This Way (feat. Aerosmith),"['Run–D.M.C.', 'Aerosmith']",1986,70,309760,0.00796,0.759,0.578,8.18e-05,0.0605,-12.56,0.0468,105.598,0.944,0,6,0
How Soon Is Now? - 2011 Remaster,['The Smiths'],1984,70,408173,0.000854,0.398,0.93,0.121,0.0874,-6.76,0.0615,190.818,0.725,1,11,0
Self Control,['Laura Branigan'],1984,70,246440,0.219,0.814,0.686,0.00382,0.155,-12.172,0.0342,106.679,0.778,0,6,0
Open Arms,['Journey'],1981,70,202173,0.584,0.405,0.21,0.0,0.139,-13.214,0.0279,100.577,0.174,1,2,0
Kids In America,['Kim Wilde'],1981,69,205533,0.0953,0.557,0.782,6.75e-06,0.118,-3.899,0.0475,159.621,0.305,1,4,0
Blister In The Sun,['Violent Femmes'],1983,69,145707,0.316,0.726,0.537,0.0,0.0707,-8.896,0.113,96.91,0.887,1,0,0
It's The End Of The World As We Know It (And I Feel Fine),['R.E.M.'],1987,69,246933,0.0258,0.381,0.894,0.0,0.0251,-8.638,0.037,205.528,0.797,1,7,0
Islands In the Stream,"['Dolly Parton', 'Kenny Rogers']",1982,69,251960,0.675,0.618,0.412,1.04e-06,0.0886,-12.075,0.0368,203.933,0.74,1,8,0
One More Night - 2016 Remaster,['Phil Collins'],1985,69,288973,0.788,0.534,0.442,0.000351,0.0986,-9.442,0.0308,136.369,0.343,1,3,0
Cuando Pase El Temblor - Remasterizado 2007,['Soda Stereo'],1985,69,229160,0.0314,0.652,0.607,0.00285,0.0721,-8.657,0.0368,94.089,0.72,1,0,0
Don't Stand So Close To Me,['The Police'],1980,69,242667,0.0453,0.799,0.506,0.00107,0.0365,-9.414,0.0606,140.309,0.518,1,2,0
Hit Me With Your Best Shot,['Pat Benatar'],1980,69,171267,0.117,0.741,0.58,3.31e-05,0.212,-9.05,0.0304,127.402,0.944,1,4,0
Hard to Say I'm Sorry / Get Away - 2006 Remaster,['Chicago'],1982,69,304213,0.056,0.398,0.57,0.00125,0.0606,-7.068,0.034,140.974,0.234,1,4,0
18 and Life,['Skid Row'],1989,69,229960,0.0023,0.466,0.648,1.49e-05,0.112,-11.101,0.028,90.435,0.305,0,1,0
I Remember You,['Skid Row'],1989,69,313693,0.00642,0.345,0.531,7.28e-06,0.14,-12.708,0.0305,176.302,0.49,1,0,0
True Colors,['Cyndi Lauper'],1986,69,226067,0.792,0.386,0.145,0.000196,0.1,-16.94,0.0362,171.63,0.262,1,0,0
The Way It Is,"['Bruce Hornsby', 'The Range']",1986,69,297853,0.607,0.582,0.689,0.0571,0.145,-12.203,0.0277,111.166,0.531,1,7,0
Fight For Your Right,['Beastie Boys'],1986,69,208653,0.00757,0.503,0.858,0.00234,0.0803,-6.296,0.0657,133.615,0.419,1,8,0
Cum on Feel the Noize,['Quiet Riot'],1983,69,290960,0.00719,0.409,0.92,0.00105,0.0823,-5.439,0.12,145.085,0.37,0,11,0
Gimme All Your Lovin',['ZZ Top'],1983,69,241080,0.00322,0.63,0.788,0.0237,0.0883,-6.7,0.0298,120.059,0.63,1,5,0
The Look,['Roxette'],1988,69,237320,0.0531,0.634,0.838,8.34e-06,0.0522,-5.363,0.0413,95.011,0.541,1,2,0
Highwayman,"['The Highwaymen', 'Willie Nelson', 'Johnny Cash', 'Waylon Jennings', 'Kris Kristofferson']",1985,69,182653,0.48,0.67,0.351,0.0176,0.115,-16.842,0.0463,101.384,0.45,1,2,0
Modern Love - 2018 Remaster,['David Bowie'],1983,69,288339,0.00375,0.358,0.938,9.2e-06,0.117,-5.577,0.0483,182.836,0.944,1,0,0
Glory Days,['Bruce Springsteen'],1984,69,254733,0.0457,0.574,0.96,0.0,0.121,-4.906,0.032,117.486,0.978,1,9,0
Take Me Home Tonight,['Eddie Money'],1986,69,211160,0.101,0.608,0.768,1.41e-06,0.0942,-9.911,0.0364,132.699,0.748,1,1,0
Hungry Heart,['Bruce Springsteen'],1980,69,199453,0.0857,0.641,0.894,0.009,0.157,-7.41,0.0273,109.823,0.972,1,8,0
Arthur's Theme (Best That You Can Do),['Christopher Cross'],1981,69,234493,0.169,0.526,0.515,0.000816,0.181,-11.169,0.0389,136.543,0.518,1,9,0
We Are The World,['U.S.A. For Africa'],1985,69,427333,0.189,0.528,0.447,0.0,0.0745,-15.255,0.0435,72.58,0.292,1,4,0
Breaking the Law,['Judas Priest'],1980,69,153840,0.024,0.362,0.961,9.35e-06,0.159,-5.664,0.0857,164.019,0.491,1,2,0
Runaway,['Bon Jovi'],1984,69,230667,0.00375,0.475,0.899,1.91e-05,0.14,-4.321,0.0637,152.445,0.603,0,9,0
Song of the South,['Alabama'],1980,69,190800,0.176,0.486,0.633,0.0,0.312,-8.414,0.0365,162.158,0.669,1,9,0
Dr. Feelgood,['Mötley Crüe'],1989,69,290187,0.000837,0.53,0.952,0.0119,0.262,-5.105,0.0577,110.98,0.433,1,2,0
Trátame Suavemente - Remasterizado 2007,['Soda Stereo'],1984,69,200800,0.0438,0.738,0.801,0.0572,0.595,-3.366,0.0284,122.857,0.532,0,11,0
Epic,['Faith No More'],1989,69,293653,0.0222,0.358,0.893,0.0524,0.126,-7.486,0.12,174.238,0.262,0,4,0
How Am I Supposed to Live Without You,['Michael Bolton'],1989,69,255667,0.191,0.541,0.44,0.0,0.114,-12.206,0.031,140.273,0.232,1,10,0
You Got It,['Roy Orbison'],1989,69,210267,0.596,0.649,0.618,1.46e-06,0.192,-10.728,0.0265,114.688,0.667,1,9,0
Woman in Love,['Barbra Streisand'],1980,68,231840,0.248,0.469,0.278,0.000126,0.133,-16.311,0.028,169.735,0.331,0,3,0
The Girl From Ipanema,"['Stan Getz', 'João Gilberto', 'Astrud Gilberto']",1989,68,321827,0.909,0.664,0.194,3.85e-05,0.0829,-15.487,0.0357,129.863,0.443,0,5,0
Drive - 2017 Remaster,['The Cars'],1984,68,234332,0.115,0.261,0.703,0.00078,0.102,-7.871,0.0414,83.495,0.405,1,6,0
Super Freak,['Rick James'],1981,68,205467,0.22,0.838,0.794,0.0,0.0575,-8.245,0.0531,132.446,0.962,0,9,0
Brother Louie,['Modern Talking'],1986,68,222667,0.396,0.783,0.836,0.0236,0.135,-9.223,0.0486,108.966,0.831,0,0,0
Juke Box Hero,['Foreigner'],1981,68,259800,0.0828,0.357,0.653,0.0,0.0844,-5.554,0.0654,176.647,0.522,1,9,0
Dancing On The Ceiling,['Lionel Richie'],1986,68,270720,0.12,0.698,0.774,2.26e-06,0.394,-8.642,0.048,133.197,0.731,1,0,0
Tempo Perdido,['Legião Urbana'],1986,68,302200,0.0079,0.293,0.662,0.00112,0.271,-13.076,0.0486,186.007,0.221,0,4,0
Bad To The Bone,['George Thorogood & The Destroyers'],1982,68,292173,0.00614,0.459,0.727,0.0652,0.384,-11.777,0.0303,149.231,0.955,1,0,0
Don't Worry Be Happy,['Bobby McFerrin'],1988,68,294400,0.88,0.675,0.166,7.14e-05,0.0461,-22.602,0.171,68.837,0.747,1,11,0
I Hate Myself for Loving You,['Joan Jett & The Blackhearts'],1988,68,246800,0.0846,0.611,0.883,1.2e-06,0.192,-11.225,0.0539,117.928,0.604,1,9,0
Golden Brown,['The Stranglers'],1981,68,206760,0.143,0.562,0.383,0.124,0.138,-15.474,0.0304,93.764,0.599,1,6,0
Burnin' for You,['Blue Öyster Cult'],1981,68,271000,0.106,0.532,0.728,0.0108,0.0849,-9.079,0.0352,134.303,0.69,0,9,0
One (Remastered),['Metallica'],1988,68,446146,0.000668,0.438,0.687,0.0801,0.42,-9.15,0.0619,103.01,0.426,1,7,0
The Whole of the Moon - 2004 Remaster,['The Waterboys'],1985,68,302827,0.119,0.606,0.794,7.16e-06,0.125,-7.168,0.0291,105.813,0.584,1,0,0
Holding Back the Years - 2008 Remaster,['Simply Red'],1985,68,269840,0.58,0.707,0.514,0.000159,0.0953,-8.885,0.0281,86.035,0.524,0,9,0
I Guess That's Why They Call It The Blues,['Elton John'],1983,68,285333,0.217,0.673,0.663,0.017,0.177,-7.29,0.0269,120.634,0.671,1,0,0
Nikita,['Elton John'],1985,68,343240,0.123,0.632,0.656,0.000264,0.0735,-9.29,0.0277,86.605,0.752,1,7,0
Working for the Weekend,['Loverboy'],1981,68,221000,0.0249,0.515,0.766,0.00103,0.455,-12.768,0.0343,146.911,0.774,1,7,0
Bad Medicine,['Bon Jovi'],1988,68,316707,0.048,0.555,0.973,0.0,0.0853,-3.804,0.035,118.642,0.805,1,9,0
Simplemente Amigos,['Ana Gabriel'],1988,68,227600,0.432,0.531,0.514,0.0,0.155,-11.253,0.044,141.233,0.372,1,6,0
Hot for Teacher - 2015 Remaster,['Van Halen'],1984,68,282747,0.000652,0.551,0.947,0.000257,0.0637,-4.671,0.152,127.657,0.466,1,2,0
Talkin' Bout a Revolution,['Tracy Chapman'],1988,68,161600,0.329,0.561,0.732,0.000228,0.0755,-6.178,0.0281,118.975,0.671,1,7,0
Mother,['Danzig'],1988,68,204867,0.00726,0.365,0.763,0.000457,0.0865,-9.45,0.0591,148.366,0.342,0,11,1
End Of The Line,['Traveling Wilburys'],1988,68,209520,0.163,0.578,0.836,1.36e-06,0.0583,-6.607,0.0512,167.026,0.932,1,2,0
Fishin' in the Dark,['Nitty Gritty Dirt Band'],1987,68,202787,0.198,0.771,0.283,0.0,0.0888,-16.326,0.0444,77.756,0.906,1,2,0
Man in the Mirror - 2012 Remaster,['Michael Jackson'],1987,68,318680,0.52,0.808,0.812,7.91e-05,0.134,-5.012,0.0381,100.331,0.269,1,8,0
Bad - 2012 Remaster,['Michael Jackson'],1987,68,247360,0.00462,0.787,0.889,0.423,0.0665,-3.786,0.0397,114.091,0.394,1,8,0
La Isla Bonita,['Madonna'],1986,68,242320,0.302,0.725,0.612,1.63e-05,0.0548,-10.706,0.0372,99.978,0.965,0,1,0
Have I Told You Lately,['Van Morrison'],1989,68,260387,0.278,0.344,0.477,0.0128,0.136,-10.266,0.0338,143.78,0.182,1,4,0
Here Comes Your Man,['Pixies'],1989,68,201693,0.0475,0.669,0.783,0.0296,0.115,-12.302,0.0295,124.518,0.896,1,2,0
Faithfully,['Journey'],1983,68,267080,0.0979,0.202,0.644,0.0,0.109,-5.212,0.0324,85.04,0.252,1,11,0
Amarillo By Morning,['George Strait'],1982,68,173467,0.264,0.606,0.361,3.39e-05,0.38,-16.031,0.0346,121.059,0.621,1,9,0
1999,['Prince'],1982,68,379267,0.137,0.866,0.73,0.0,0.0843,-8.201,0.0767,118.523,0.625,1,5,0
I'll Be Over You,['TOTO'],1986,68,229880,0.062,0.516,0.277,0.0,0.258,-17.85,0.0256,82.168,0.412,1,10,0
Eye In The Sky,['The Alan Parsons Project'],1982,68,276280,0.562,0.823,0.417,0.00098,0.0765,-12.643,0.032,111.928,0.522,1,2,0
West End Girls - 2001 Remaster,['Pet Shop Boys'],1986,68,285733,0.00737,0.651,0.949,0.125,0.286,-6.566,0.0403,113.257,0.61,0,4,0
Boyz-N-The-Hood,['Eazy-E'],1987,68,339893,0.0417,0.785,0.479,3.5e-05,0.334,-10.247,0.362,87.691,0.727,1,3,1
Hysteria,['Def Leppard'],1987,68,354636,0.0318,0.659,0.846,0.0144,0.203,-5.508,0.0274,107.01,0.659,1,7,0
Never Gonna Give You Up,['Rick Astley'],1987,68,212827,0.135,0.727,0.939,4.35e-05,0.151,-11.855,0.0369,113.33,0.916,1,8,0
En algún lugar,['Duncan Dhu'],1987,68,235627,0.176,0.527,0.859,0.0866,0.157,-6.685,0.0687,74.214,0.443,1,7,0
Eyes Without A Face,['Billy Idol'],1983,67,299240,0.0177,0.391,0.815,0.00226,0.276,-6.197,0.0518,84.383,0.647,1,9,0
Push It,['Salt-N-Pepa'],1986,67,272133,0.00658,0.913,0.596,0.00349,0.078,-12.477,0.0707,127.215,0.973,0,11,0
Rock You Like A Hurricane,['Scorpions'],1984,67,252493,0.00543,0.482,0.617,0.000146,0.284,-12.931,0.0458,125.697,0.718,0,4,0
I'm Coming Out,['Diana Ross'],1980,67,323347,0.185,0.72,0.828,0.429,0.0839,-9.211,0.0462,110.071,0.768,1,5,0
All Out of Love,['Air Supply'],1980,67,243000,0.313,0.512,0.262,5.51e-06,0.456,-16.875,0.0276,108.381,0.357,1,0,0
La Puerta Negra,['Los Tigres Del Norte'],1989,67,203587,0.315,0.698,0.54,2.25e-06,0.288,-8.986,0.0331,108.101,0.969,1,4,0
We Belong,['Pat Benatar'],1984,67,221133,0.528,0.706,0.322,2.37e-06,0.576,-14.108,0.0467,135.154,0.305,1,5,0
Who Can It Be Now?,['Men At Work'],1981,67,201293,0.0627,0.805,0.479,0.000143,0.104,-14.734,0.0436,128.411,0.962,1,4,0
A Country Boy Can Survive,"['Hank Williams, Jr.']",1981,67,255000,0.144,0.688,0.459,0.0,0.0816,-9.353,0.0365,75.184,0.493,1,7,0
Hasta Que Te Conocí,['Juan Gabriel'],1986,67,433520,0.739,0.329,0.306,1.01e-06,0.0679,-10.25,0.0327,170.169,0.189,0,2,0
Guilty (feat. Barry Gibb),"['Barbra Streisand', 'Barry Gibb']",1980,67,264333,0.231,0.626,0.425,0.0,0.114,-15.656,0.0356,150.875,0.952,1,0,0
Viento,['Caifanes'],1988,67,236333,0.304,0.586,0.855,0.0,0.129,-5.947,0.0327,124.917,0.448,0,11,0
Hey,['Pixies'],1989,67,211440,0.000877,0.59,0.317,0.000867,0.0745,-15.014,0.0307,99.81,0.33,1,7,0
Separate Ways (Worlds Apart),['Journey'],1983,67,323707,0.0188,0.451,0.962,3.17e-06,0.277,-3.947,0.0734,131.435,0.377,1,0,0
Love My Way,['The Psychedelic Furs'],1982,67,213973,0.0048,0.637,0.85,0.000179,0.152,-5.054,0.0351,126.106,0.52,1,0,0
"Forever and Ever, Amen",['Randy Travis'],1987,67,212640,0.143,0.677,0.724,0.000101,0.158,-8.992,0.0245,90.392,0.697,1,2,0
No Sleep Till Brooklyn,['Beastie Boys'],1986,67,246933,0.122,0.712,0.691,0.0,0.0538,-8.157,0.128,97.022,0.742,1,8,0
El ataque de las chicas cocodrilo,['Hombres G'],1986,67,184360,0.0291,0.506,0.809,0.000234,0.0909,-5.754,0.0539,119.651,0.559,1,10,0
Limelight,['Rush'],1981,67,259840,0.00197,0.581,0.854,0.0013,0.111,-8.485,0.0428,131.18,0.788,0,1,0
Town Called Malice,['The Jam'],1982,67,173320,0.00228,0.542,0.91,0.00524,0.0686,-8.924,0.0873,101.774,0.775,1,7,0
Part-Time Lover,['Stevie Wonder'],1985,67,252560,0.165,0.662,0.624,0.0,0.0674,-13.606,0.0417,174.513,0.961,0,10,0
Nothing's Gonna Change My Love for You,['George Benson'],1985,67,242679,0.764,0.553,0.614,0.0,0.0811,-5.098,0.0306,136.628,0.345,1,1,0
Here I Go Again - 2018 Remaster,['Whitesnake'],1987,67,275395,0.0117,0.292,0.823,7.79e-05,0.155,-6.763,0.0407,89.939,0.244,1,7,0
Don't Leave Me This Way (with Sarah Jane Morris),"['The Communards', 'Sarah Jane Morris']",1986,67,271067,0.135,0.64,0.926,2.04e-06,0.134,-5.597,0.0322,131.997,0.901,1,3,0
Heat Of The Moment,['Asia'],1982,67,227627,0.315,0.323,0.839,0.000313,0.348,-7.35,0.0503,136.232,0.543,1,1,0
St. Elmos Fire (Man in Motion),['John Parr'],1985,67,251800,0.15,0.612,0.6,3.04e-06,0.222,-10.945,0.0327,111.203,0.471,1,9,0
It's Still Rock and Roll to Me,['Billy Joel'],1980,67,176440,0.0994,0.752,0.684,0.0,0.0897,-7.599,0.15,141.075,0.539,1,0,0
Take It On the Run,['REO Speedwagon'],1980,67,239680,0.0958,0.371,0.758,0.0,0.116,-5.679,0.036,77.81,0.452,1,7,0
Patience,"[""Guns N' Roses""]",1987,67,354880,0.686,0.457,0.297,0.000107,0.109,-12.511,0.0306,120.021,0.333,1,6,0
I'll Be There For You,['Bon Jovi'],1988,67,346587,0.0532,0.437,0.727,0.0,0.103,-5.432,0.0293,73.029,0.233,1,2,0
Sussudio - 2016 Remaster,['Phil Collins'],1985,67,263107,0.0529,0.714,0.935,0.0934,0.0515,-5.195,0.0849,121.232,0.725,1,5,0
Broken Wings,['Mr. Mister'],1985,67,343933,0.134,0.286,0.5,4.57e-05,0.108,-14.281,0.0357,99.162,0.443,0,1,0
Enola Gay - Remastered,['Orchestral Manoeuvres In The Dark'],1980,67,213693,0.00441,0.559,0.764,0.0299,0.0807,-7.058,0.0348,143.319,0.932,0,2,0
Master of Puppets (Remastered),['Metallica'],1986,67,515387,0.00067,0.539,0.828,0.421,0.154,-9.108,0.035,105.25,0.562,0,4,0
Fría Como El Viento,['Luis Miguel'],1988,66,235107,0.269,0.559,0.429,0.0,0.0306,-13.995,0.0289,131.88,0.3,0,0,0
Tell It to My Heart,['Taylor Dayne'],1988,66,220880,0.0302,0.638,0.988,1.16e-05,0.371,-5.042,0.0921,117.955,0.723,1,1,0
Jane Says,"[""Jane's Addiction""]",1988,66,287000,0.0385,0.402,0.597,2.09e-06,0.109,-9.258,0.0327,81.806,0.496,1,2,0
Crazy Little Thing Called Love - Remastered 2011,['Queen'],1980,66,163373,0.714,0.599,0.762,4.43e-06,0.35,-6.887,0.0423,76.961,0.715,1,0,0
Bigmouth Strikes Again - 2011 Remaster,['The Smiths'],1986,66,193320,0.0704,0.401,0.901,0.0,0.538,-5.011,0.041,134.799,0.839,0,1,0
Big in Japan,['Alphaville'],1984,66,286160,0.069,0.748,0.414,0.0671,0.336,-15.15,0.0405,97.646,0.239,0,2,0
Woman In Chains,"['Tears For Fears', 'Oleta Adams']",1989,66,391000,0.0232,0.434,0.609,0.00108,0.0557,-8.295,0.0306,159.994,0.372,1,5,0
Rockin' in the Free World,['Neil Young'],1989,66,281853,0.000736,0.491,0.883,3.19e-05,0.369,-4.986,0.0306,131.75,0.518,0,4,0
Beds Are Burning - Remastered,['Midnight Oil'],1987,66,255680,0.00787,0.753,0.427,0.00065,0.058,-11.112,0.0387,119.18,0.295,1,0,0
Celebration,['Kool & The Gang'],1980,66,298867,0.146,0.885,0.664,0.0506,0.0767,-11.806,0.0527,121.633,0.901,1,1,0
Alive And Kicking,['Simple Minds'],1985,66,289453,0.0753,0.572,0.913,1.5e-05,0.128,-4.26,0.0362,103.265,0.561,1,0,0
Persiana Americana - Remasterizado 2007,['Soda Stereo'],1986,66,292267,0.0121,0.603,0.929,0.00217,0.131,-4.549,0.0407,101.208,0.537,0,4,0
Me Cuesta Tanto Olvidarte,['Mecano'],1986,66,174947,0.923,0.496,0.229,0.0,0.155,-13.467,0.0367,149.176,0.498,1,9,0
Biggest Part of Me,['Ambrosia'],1980,66,324040,0.238,0.498,0.723,0.0,0.353,-8.053,0.05,153.227,0.882,1,10,0
Easy Lover,"['Philip Bailey', 'Phil Collins']",1984,66,305867,0.105,0.74,0.923,0.000163,0.0825,-5.082,0.0369,128.871,0.93,1,1,0
Forever Young - 2019 Remaster,['Alphaville'],1984,66,226000,0.4,0.483,0.471,0.000303,0.331,-9.711,0.0284,137.015,0.295,0,9,0
Miss You Like Crazy,['Natalie Cole'],1989,66,234280,0.633,0.596,0.546,0.00381,0.0707,-6.251,0.0267,131.123,0.255,1,2,0
The River,['Bruce Springsteen'],1980,66,301547,0.179,0.587,0.536,2.75e-05,0.305,-11.248,0.0304,117.498,0.59,1,7,0
Tainted Love,['Soft Cell'],1981,66,153840,0.558,0.542,0.45,6.43e-06,0.579,-9.931,0.0361,144.437,0.626,0,7,0
Valerie,['Steve Winwood'],1982,66,246667,0.567,0.717,0.527,0.00668,0.0785,-10.779,0.0292,116.288,0.731,1,9,0
Small Town,['John Mellencamp'],1985,66,221627,0.155,0.659,0.919,0.0054,0.312,-2.658,0.0333,123.135,0.631,1,11,0
Nothin' But A Good Time - Remastered 2006,['Poison'],1988,66,224867,0.0202,0.576,0.974,0.0,0.348,-2.785,0.0828,129.088,0.531,1,1,0
Sirius - Chicago Bulls Theme Song,['The Alan Parsons Project'],1982,66,115280,0.0647,0.624,0.396,0.909,0.113,-15.411,0.034,111.401,0.0388,1,4,0
Bizarre Love Triangle,['New Order'],1986,66,263213,0.0804,0.613,0.885,0.746,0.0997,-7.463,0.052,118.506,0.919,1,10,0
Pride and Joy,['Stevie Ray Vaughan'],1983,66,219587,0.0274,0.427,0.626,0.00395,0.106,-11.821,0.0385,126.877,0.743,1,8,0
Southern Cross - 2005 Remaster,"['Crosby, Stills & Nash']",1982,66,281000,0.476,0.669,0.446,3.04e-06,0.153,-11.125,0.0312,81.558,0.587,1,2,0
Shout At The Devil,['Mötley Crüe'],1983,66,195853,0.02,0.489,0.953,0.00021,0.113,-4.615,0.0858,94.443,0.447,1,0,0
Age of Consent - 2015 Remaster,['New Order'],1983,66,315333,0.00101,0.372,0.91,0.0944,0.13,-5.559,0.0392,161.964,0.756,1,2,0
Just like Heaven,['The Cure'],1987,66,212000,0.0271,0.43,0.971,2.16e-05,0.185,-3.845,0.0524,151.219,0.764,1,9,0
Graceland,['Paul Simon'],1986,66,291200,0.626,0.732,0.705,0.00068,0.0813,-9.271,0.0349,117.925,0.848,1,9,0
Sunday Bloody Sunday - Remastered 2008,['U2'],1983,66,279440,0.402,0.543,0.944,0.000564,0.0373,-7.495,0.0543,101.174,0.735,1,6,0
Tarzan Boy,['Baltimora'],1985,66,378947,0.318,0.684,0.573,0.028,0.306,-12.3,0.0261,107.363,0.716,1,5,0
For Whom The Bell Tolls (Remastered),['Metallica'],1984,66,309973,0.00631,0.512,0.86,0.00528,0.0652,-6.145,0.0703,117.909,0.258,1,0,0
Where The Streets Have No Name - Remastered,['U2'],1987,66,337506,0.00976,0.49,0.724,0.0046,0.159,-9.581,0.0366,125.812,0.292,1,2,0
The Best,['Tina Turner'],1989,66,329800,0.108,0.662,0.737,0.0191,0.119,-9.54,0.0296,103.867,0.744,1,0,0
Slave To Love,['Bryan Ferry'],1985,66,266333,0.182,0.661,0.818,0.000995,0.0527,-5.9,0.0291,147.544,0.79,1,2,0
You Are So Beautiful,['Joe Cocker'],1987,66,162973,0.918,0.376,0.119,0.0321,0.156,-17.643,0.0431,122.679,0.0752,1,1,0
Club Tropicana,['Wham!'],1983,66,265600,0.0291,0.658,0.714,5.7e-05,0.651,-9.247,0.0521,117.276,0.806,1,11,0
Down Under,['Men At Work'],1981,66,222320,0.129,0.739,0.459,0.0194,0.0474,-14.42,0.0294,107.115,0.892,0,11,0
Greatest Love of All,['Whitney Houston'],1985,66,291400,0.484,0.502,0.305,3.55e-06,0.117,-16.011,0.0339,131.242,0.248,1,9,0
La Gata Bajo la Lluvia,['Rocío Dúrcal'],1983,66,219107,0.723,0.499,0.648,0.0,0.576,-5.812,0.0331,88.14,0.464,1,7,0
Total Eclipse of the Heart,['Bonnie Tyler'],1983,65,418000,0.348,0.439,0.512,0.0,0.154,-12.875,0.0515,131.386,0.197,1,8,0
Let's Dance - 2002 Remaster,['David Bowie'],1983,65,247600,0.00535,0.654,0.641,0.00321,0.209,-9.771,0.0482,114.696,0.794,1,8,0
Que Locura Enamorarme De Ti,['Eddie Santiago'],1986,65,308040,0.538,0.746,0.786,8e-06,0.0656,-7.273,0.0428,93.767,0.968,0,10,0
Lost in Your Eyes,['Debbie Gibson'],1989,65,213000,0.46,0.482,0.613,0.000856,0.129,-7.462,0.0295,144.46,0.238,1,7,0
I Wanna Be Adored - Remastered,['The Stone Roses'],1989,65,292800,0.0121,0.492,0.862,0.213,0.228,-9.158,0.0273,112.598,0.591,0,4,0
I Just Can't Stop Loving You (feat. Siedah Garrett) - 2012 Remaster,"['Michael Jackson', 'Siedah Garrett']",1987,65,251760,0.667,0.657,0.467,1.92e-06,0.0295,-8.925,0.0341,100.139,0.276,1,5,0
Father Figure - Remastered,['George Michael'],1987,65,336667,0.163,0.689,0.333,3.36e-05,0.0853,-13.288,0.0262,101.988,0.284,1,3,0
"(I've Had) The Time Of My Life - From ""Dirty Dancing"" Soundtrack","['Bill Medley', 'Jennifer Warnes']",1987,65,290333,0.0404,0.697,0.669,0.00897,0.0654,-12.723,0.0406,108.506,0.486,0,6,0
I Got You Babe,"['UB40', 'Chrissie Hynde']",1985,65,189093,0.0806,0.756,0.61,7.89e-05,0.114,-13.002,0.0709,173.818,0.863,1,5,0
Cheri Cheri Lady,['Modern Talking'],1985,65,226333,0.458,0.677,0.616,0.0132,0.349,-13.826,0.032,114.223,0.851,1,10,0
